"","access1-0.1.rcp45","access1-0.1.rcp85","access1-3.1.rcp45","access1-3.1.rcp85","bcc-csm1-1.1.rcp45","bcc-csm1-1.1.rcp85","bcc-csm1-1-m.1.rcp45","bcc-csm1-1-m.1.rcp85","canesm2.1.rcp45","canesm2.1.rcp85","ccsm4.6.rcp45","ccsm4.6.rcp85","cesm1-bgc.1.rcp45","cesm1-bgc.1.rcp85","cesm1-cam5.1.rcp45","cesm1-cam5.1.rcp85","cmcc-cm.1.rcp45","cmcc-cm.1.rcp85","cnrm-cm5.1.rcp45","cnrm-cm5.1.rcp85","csiro-mk3-6-0.1.rcp45","csiro-mk3-6-0.1.rcp85","ec-earth.8.rcp45","ec-earth.2.rcp85","fgoals-g2.1.rcp45","fgoals-g2.1.rcp85","gfdl-cm3.1.rcp45","gfdl-cm3.1.rcp85","gfdl-esm2g.1.rcp45","gfdl-esm2g.1.rcp85","gfdl-esm2m.1.rcp45","gfdl-esm2m.1.rcp85","giss-e2-r.6.rcp45","giss-e2-r.2.rcp85","hadgem2-ao.1.rcp45","hadgem2-ao.1.rcp85","hadgem2-cc.1.rcp45","hadgem2-cc.1.rcp85","hadgem2-es.1.rcp45","hadgem2-es.1.rcp85","inmcm4.1.rcp45","inmcm4.1.rcp85","ipsl-cm5a-lr.1.rcp45","ipsl-cm5a-lr.1.rcp85","ipsl-cm5a-mr.1.rcp45","ipsl-cm5a-mr.1.rcp85","miroc-esm.1.rcp45","miroc-esm.1.rcp85","miroc-esm-chem.1.rcp45","miroc-esm-chem.1.rcp85","miroc5.1.rcp45","miroc5.1.rcp85","mpi-esm-lr.1.rcp45","mpi-esm-lr.1.rcp85","mpi-esm-mr.1.rcp45","mpi-esm-mr.1.rcp85","mri-cgcm3.1.rcp45","mri-cgcm3.1.rcp85","noresm1-m.1.rcp45","noresm1-m.1.rcp85","cmcc-cms.1.rcp45","cmcc-cms.1.rcp85","giss-e2-h.6.rcp45","giss-e2-h.2.rcp85"
"2019-07-30",98.0609,91.3766,92.5925,96.8054,100.1507,94.5194,87.458,90.8375,89.4839,95.8757,94.7525,88.2977,90.7007,93.6347,96.6362,91.1093,98.4191,90.77,96.8954,90.0932,86.8037,95.1305,98.4587,96.2933,96.4553,91.6754,87.1961,95.1152,86.0216,89.0897,92.8067,94.3493,86.603,95.6813,98.0186,90.041,93.2045,89.357,91.913,88.8548,92.3216,93.614,96.8126,88.4606,92.6627,98.1941,97.0493,92.7239,89.5001,91.5089,93.7031,93.9776,93.8354,95.8712,93.7337,93.6347,90.5783,93.2981,90.1103,92.7167,92.8202,92.7311,99.8312,91.4216
"2019-07-31",99.2822,90.7997,89.9825,93.0425,101.1902,95.7371,91.517,87.3941,95.2322,95.7785,91.679,92.4575,88.5065,93.5618,97.5218,95.3501,99.6089,90.6242,97.8287,96.4688,89.8574,92.0597,99.0734,96.0143,97.6154,89.4065,92.3855,92.6051,88.9952,88.4408,91.6781,93.6446,86.6156,93.3737,99.2912,93.8255,93.614,88.7909,91.8608,88.9052,92.3036,98.4722,99.7376,88.7999,92.9498,96.9719,95.7146,93.3728,90.3488,95.6921,93.263,95.7407,94.3484,92.9849,91.7753,96.2807,89.3525,93.6077,91.1453,89.9402,92.318,93.5573,102.3161,94.1207
"2019-08-01",102.2639,91.3073,91.3406,87.9107,99.9878,93.5951,93.5438,81.1436,96.5714,93.7184,94.7489,95.4599,90.8384,94.4834,94.5779,96.2024,99.509,94.8056,93.9569,95.1296,95.2232,93.5069,100.1975,94.3115,95.0063,93.9551,95.9711,93.4511,89.0204,88.5425,89.8511,92.588,86.2664,92.2577,97.5947,94.0964,95.3006,88.9466,92.0723,87.9908,91.9067,103.9307,97.1834,88.8917,92.3909,96.1259,94.4789,93.6815,92.1353,93.5969,93.2675,94.2332,94.1495,92.3774,94.3772,96.3977,87.9638,89.0807,89.0213,87.449,90.0707,95.5778,102.0713,95.7731
"2019-08-02",100.9256,88.7387,90.7952,84.3863,94.3745,89.5379,93.0389,81.7637,96.4481,93.4097,91.8239,97.5776,92.6807,93.1838,92.8715,97.0466,99.8933,98.0456,89.78,94.5617,95.8397,97.457,98.3228,96.5336,92.0156,97.1987,98.1059,92.1299,90.5594,90.0581,89.3624,95.9387,89.1527,91.3352,97.0583,95.4221,96.3356,86.5715,94.7966,89.2355,92.0102,98.8763,95.5643,90.7565,95.2484,96.9197,94.073,92.1749,92.138,91.9544,95.7956,92.8454,93.7067,93.5933,93.1217,94.964,88.7837,89.5469,90.2687,80.6135,91.6052,99.1868,102.5339,95.8883
"2019-08-03",96.7505,88.2284,94.4987,86.6255,92.6258,89.2499,91.9778,82.9319,94.5986,95.4779,88.3598,99.1067,91.9364,89.6054,93.0947,98.2121,98.7035,98.2103,87.1763,96.6848,96.1529,99.0698,96.8288,97.9133,93.3206,93.5906,98.4002,93.6617,90.4631,90.2264,92.237,94.2233,87.3446,91.1696,97.745,94.7966,93.218,93.2963,94.8236,90.9968,94.082,97.3535,94.8335,92.8526,95.5319,97.8233,90.1841,95.9216,95.6768,93.0362,98.1104,94.1099,91.2299,95.9531,90.5171,95.4005,91.8581,92.7455,93.1109,89.3876,88.5416,100.4036,102.5195,95.9828
"2019-08-04",94.9163,86.9441,95.1881,87.0962,96.4634,89.753,90.5549,83.1191,92.4854,95.2124,86.7362,99.3425,93.5924,88.7117,88.7612,97.2635,98.5388,102.524,89.078,98.9267,96.9143,98.3084,96.7973,98.1635,97.0367,90.8321,94.3682,95.8046,89.9879,90.0635,95.2808,96.5849,82.5368,91.8536,97.3625,92.2649,93.9344,96.6605,95.8235,89.6459,95.7533,94.469,91.5557,92.309,93.9623,97.6226,92.3018,95.396,97.9187,92.9183,98.4191,93.3035,90.0383,95.7137,90.5999,95.4338,94.4654,93.2378,91.9049,94.5023,94.3916,98.3345,105.3005,96.7235
"2019-08-05",95.0603,88.0997,88.4678,88.9349,97.1834,93.4727,89.4434,89.5532,92.9156,95.9126,89.9933,95.1548,94.1063,89.8565,87.9494,97.0313,97.3535,102.3539,89.2139,100.4189,94.1324,98.5154,97.034,99.5936,97.3994,88.6775,92.9912,96.7766,89.1842,89.8016,89.9402,98.4965,84.3413,94.0586,92.192,93.2135,93.902,99.7745,97.0925,88.1465,93.7751,92.7608,91.9157,91.7042,93.3935,97.8926,92.651,96.4454,97.0268,93.6473,97.9034,93.2468,89.5631,96.1952,90.1355,90.5468,95.9585,93.3611,93.0911,94.0334,94.55,96.6461,105.3833,96.9296
"2019-08-06",95.1161,90.7106,87.4112,89.7521,96.1097,91.3793,87.2393,94.0541,93.1532,91.499,91.8977,91.9571,94.2314,91.994,90.0455,95.8217,97.0718,100.0067,90.2849,96.6209,94.739,95.0729,94.4681,100.1606,97.8359,94.4204,89.8043,97.4327,88.2689,89.1554,88.3301,96.5507,89.7647,94.4978,87.8216,95.369,92.5808,98.7899,95.2817,87.3824,91.3559,91.2578,92.3396,93.1289,92.3729,98.7746,94.127,94.7408,97.7684,95.2277,100.4351,94.9577,86.6831,94.5302,92.8436,90.788,95.9495,92.1884,92.2424,93.6527,94.3187,96.2618,104.0117,96.9899
"2019-08-07",95.4842,91.2452,91.5125,90.0365,95.0783,92.0966,88.9106,95.846,93.3233,90.1139,94.4681,92.2253,93.8489,93.0983,91.5179,95.9216,96.7406,98.1446,91.8365,94.4951,94.3961,89.249,93.9776,98.9393,97.0943,95.4698,88.151,96.7757,87.1034,88.2392,91.058,96.4553,91.3343,93.9866,88.5551,92.174,91.4234,97.8503,98.1977,90.4028,88.6694,91.6646,93.3503,94.9424,92.3684,98.7755,92.3027,95.2502,95.1359,95.2313,98.2445,95.909,82.3928,96.6029,93.5978,95.5355,97.6262,94.8497,93.4322,93.0587,87.2159,95.8307,100.4108,97.2626
"2019-08-08",95.8226,91.4162,91.2713,91.9445,97.3193,85.2071,89.3381,95.4239,94.3718,90.7952,94.9937,93.1919,90.8456,92.2649,92.4998,95.4815,95.9621,91.4045,91.4918,86.792,98.0051,80.3507,91.0832,101.1047,97.637,93.2279,87.4652,96.332,89.4443,88.1879,90.9977,95.0018,91.7195,92.8544,90.491,88.286,92.0786,94.2791,97.7549,91.5233,88.4453,92.5538,93.6059,96.6146,93.6725,97.9601,94.388,95.0063,92.9102,93.2549,97.5173,93.1568,82.9508,94.6859,93.9299,95.3672,95.8118,96.0953,92.48,92.1965,85.19,94.2503,98.6126,101.3252
"2019-08-09",94.8947,91.3622,91.8131,92.2847,97.8287,84.2252,91.6853,94.2935,92.9399,92.3369,94.4141,92.3603,90.2093,89.2328,92.8157,95.7308,96.1493,83.408,91.3415,87.6173,100.1975,78.2465,90.1562,100.0877,98.4353,91.7231,86.0162,92.5412,93.0677,86.9918,90.4136,91.4477,92.4584,92.093,90.8024,86.5535,91.5314,93.533,96.6758,90.8564,89.8835,92.6861,90.6359,96.7109,90.7826,97.6028,95.8361,94.5635,92.0084,93.6122,96.9512,92.9885,85.3475,93.7364,94.4978,94.4294,94.8902,93.6608,92.9453,92.8004,80.8259,94.3772,97.4831,96.2204
"2019-08-10",93.425,88.2527,92.8895,93.7589,96.0188,87.5948,94.7903,98.4164,91.7627,91.6277,90.8465,91.2641,92.2415,89.3426,91.049,95.2664,95.0594,85.3871,91.4459,91.9013,97.4084,87.1601,87.0062,98.6756,97.0979,92.6915,88.3553,91.0931,93.7778,87.3932,90.8807,88.9295,90.1229,90.3119,93.5807,84.2972,92.3144,94.4087,92.1236,90.0689,93.8084,90.7529,91.5998,91.4666,92.3819,97.4885,92.9381,91.7447,91.5044,93.5735,95.135,93.3152,88.304,92.8346,94.6823,95.0414,92.5151,95.6939,92.1668,89.5595,88.6847,92.8319,96.584,95.4491
"2019-08-11",91.8797,89.3354,92.6807,91.8878,92.2667,93.0623,96.2465,99.8132,95.2304,92.4692,87.7046,89.1626,90.7304,93.2963,89.8637,95.0576,94.7003,88.7063,89.9996,91.9229,93.1982,86.225,89.7989,97.1339,96.5147,93.2882,88.9259,90.2255,95.2331,91.8257,90.7394,91.3523,89.051,88.8134,95.0864,85.3016,93.2828,94.3547,92.975,89.9024,94.3016,91.2848,89.8628,90.0509,92.3351,98.1203,92.273,94.7102,91.7708,94.7111,95.5868,93.2702,90.302,91.8842,96.9503,96.2429,91.1975,94.5077,92.1254,89.465,91.4459,90.5882,95.2619,95.6732
"2019-08-12",93.7733,88.2482,90.2678,92.5016,88.7063,96.1511,93.7175,99.4505,100.5089,95.2061,86.5985,90.275,93.7256,91.949,95.4914,95.5778,97.4282,89.5298,89.5568,91.1597,95.819,86.1206,91.3217,96.2213,98.5874,91.4972,88.664,93.2495,95.432,89.6531,91.1165,94.8371,88.448,91.7897,93.6302,86.9144,95.594,93.956,91.346,91.544,94.7057,93.9281,92.6456,91.1858,93.3035,97.7054,92.0246,92.9246,91.5539,93.7544,95.0459,91.1408,93.101,90.7232,97.0727,96.4634,95.6624,90.8114,89.1707,91.0517,94.4654,86.6003,95.6192,96.8261
"2019-08-13",92.0012,90.5486,86.8973,89.8511,89.5478,95.2304,93.7175,97.2698,97.9835,91.6097,88.6604,89.9006,93.4727,91.4054,93.2576,92.5484,96.1871,88.5407,91.8941,91.1579,97.205,90.6701,92.8634,96.0179,96.5219,91.598,88.7936,92.9993,97.331,91.2704,89.0519,94.5086,89.717,89.0411,92.7716,94.7021,94.9829,92.3936,94.1315,93.0038,95.801,89.9798,93.5942,88.6316,92.3954,96.4877,90.9293,91.3082,92.1605,92.174,95.6093,94.5563,94.7741,89.753,94.505,95.6498,96.3653,90.8303,91.4828,92.84,97.3175,89.735,92.0336,96.1502
"2019-08-14",92.2316,92.0102,90.0518,88.4453,90.9176,96.0953,92.2046,96.1745,93.0929,89.4353,93.1514,91.0778,94.4267,93.9614,94.7705,92.6753,87.6263,91.9769,92.6168,88.5362,96.4796,91.1669,90.6152,96.3284,97.8053,90.2102,89.4137,92.3846,99.2597,92.6978,92.543,92.5709,92.417,87.0791,92.7887,92.0219,94.0154,90.5297,93.74,92.6042,88.9565,88.9673,94.6103,87.0242,90.7259,97.6136,89.8817,88.8881,94.1144,88.9718,95.5436,95.6633,94.964,89.9339,96.0746,94.0442,94.3754,90.68,91.3712,93.9533,98.0888,92.849,92.5376,94.3475
"2019-08-15",92.8121,91.8059,92.8373,89.3552,91.4612,94.1855,91.9058,98.8169,91.8545,88.5911,93.2342,92.4224,92.1668,91.6997,93.8471,89.9933,85.5626,92.0768,91.0364,86.7083,95.9954,90.2471,89.3084,96.8882,99.5288,92.5592,88.592,92.3504,97.7504,93.2126,93.929,88.2626,89.9537,87.5183,92.6483,86.2628,92.9435,91.4747,92.6384,92.7374,86.792,91.4198,92.7437,86.6714,91.6223,98.9645,89.8142,89.5388,94.4474,91.0355,93.1829,93.5519,91.7249,91.7969,95.1368,92.0435,92.4926,93.0947,91.4729,94.7597,97.0736,92.6456,92.687,92.651
"2019-08-16",93.6023,89.5649,93.5186,92.7311,94.4483,93.4592,89.6549,97.0394,92.0858,92.0489,93.9461,93.8795,92.7248,90.0527,93.1397,93.182,86.6093,87.8963,89.2103,85.8524,94.4114,88.0106,90.3524,98.3201,99.1931,93.8003,83.606,91.3145,93.4358,89.672,95.2727,90.3578,88.1024,88.5569,92.4386,87.9575,89.6072,94.7075,92.8103,91.9742,93.1226,92.084,93.6212,87.3491,93.2027,97.5038,89.3381,88.8359,90.6071,92.7518,90.4316,91.5386,91.2236,89.1995,95.2448,90.6125,92.3117,95.6408,91.4369,92.0696,95.7074,92.723,95.873,92.984
"2019-08-17",91.742,88.0421,92.8157,93.7688,93.5726,92.4269,81.6989,96.0404,94.6517,91.3937,94.8362,94.0244,93.6113,92.2181,92.4809,94.7273,91.4945,86.5958,89.5838,86.4653,93.4151,91.2119,92.5196,96.2798,96.1304,96.0665,83.3666,91.2902,91.364,90.6881,92.0264,89.5802,88.9142,90.3614,91.9895,84.5411,87.8792,94.1774,93.695,89.7422,96.7658,92.7005,93.992,85.3727,93.4277,96.5453,90.2948,88.3256,89.9447,91.5737,92.003,89.573,91.8644,87.0233,97.3157,91.1057,87.5813,96.3599,91.4909,90.446,95.7524,91.8095,90.1157,92.453
"2019-08-18",91.9418,87.2096,93.0146,87.5759,94.523,90.9293,82.7411,91.7168,95.4383,89.213,96.8162,93.8408,94.8146,93.0443,93.7841,92.8886,94.5374,88.8638,89.0204,89.0987,94.6364,92.66,92.8598,93.7283,94.5923,95.5373,87.0827,88.7162,93.0893,91.7285,91.0679,92.1902,93.0254,90.2534,90.8042,85.5581,89.1383,88.1897,91.8635,88.8854,96.1313,90.2174,93.857,88.1672,92.9453,91.8275,91.5287,88.2131,89.5262,92.4557,92.2568,87.242,89.8628,84.9191,97.8818,90.9995,82.1399,93.9938,93.2612,89.1473,95.2133,91.8725,89.9357,92.5871
"2019-08-19",91.4486,86.5769,94.4744,89.951,93.3575,87.6173,85.9064,89.5685,95.9576,88.0376,96.53,89.2418,93.6707,92.8895,92.8364,92.6051,95.9792,90.086,90.7979,89.5208,89.816,91.2173,93.9731,91.4324,94.7426,93.7337,90.9842,90.4226,91.8707,91.4117,91.2848,86.0657,91.6889,89.4344,90.0878,93.0173,86.8937,90.3659,93.7544,93.7301,92.8886,88.151,95.1188,87.0233,92.3036,94.3322,92.0543,87.7514,89.2562,93.02,92.3234,87.2132,86.0081,86.0909,94.4078,89.2256,83.5745,88.9016,87.6848,87.5093,95.7659,92.5151,90.4469,94.388
"2019-08-20",93.7562,86.7983,93.623,87.9332,91.2281,86.1989,90.6863,90.0455,96.8567,91.4918,94.7723,87.2411,96.1034,94.1126,90.6827,91.715,93.8129,89.6468,94.2449,86.891,90.9914,91.5197,94.1027,89.9789,94.8308,95.6642,87.8936,90.3857,94.4816,88.9592,93.1784,84.2963,92.5349,90.3281,92.0894,91.6745,86.891,89.5748,93.6221,92.4341,87.5957,86.1125,95.6984,87.8567,92.9399,97.1672,88.466,89.7251,91.4126,90.419,92.3504,88.6568,88.4201,91.0094,90.0194,90.1346,89.9771,87.8432,82.9868,86.0936,98.0546,93.893,88.3796,92.6951
"2019-08-21",91.5233,88.3913,94.0856,90.5585,92.6609,90.1733,93.5915,89.2625,96.6551,93.9461,94.6004,88.4129,94.586,94.7075,92.9003,89.339,95.2853,87.9431,91.0715,85.5788,93.884,89.7539,93.5546,87.2384,94.9658,91.5674,87.98,91.31,94.7903,89.2355,92.3576,88.6784,89.5469,87.4967,93.4637,84.5636,88.7855,90.824,91.7249,92.2919,85.181,85.5824,95.3213,88.3337,92.1155,98.3435,84.794,89.915,92.1002,96.0755,93.335,88.7126,92.5673,91.9364,87.9782,87.7199,87.5111,88.358,83.399,90.7673,98.4191,94.3664,90.2471,94.9505
"2019-08-22",92.8193,89.5532,95.3483,91.8068,91.5332,92.3684,90.0509,88.9727,94.6112,97.8872,93.9317,90.7277,91.4513,94.7489,92.1389,85.4825,96.0116,88.9295,91.1696,85.7768,95.234,89.2319,91.8374,87.3824,92.3801,89.6423,87.629,91.7195,90.8762,88.196,92.8382,85.9964,89.7926,87.3581,90.7673,82.1516,88.1096,91.0814,92.0444,88.9205,84.794,89.3561,93.6149,86.8892,95.3492,96.7712,81.3839,89.7494,91.3208,94.3808,94.3259,90.9986,93.7544,93.2324,88.3913,87.6821,88.133,88.6919,84.8417,91.0274,98.7341,94.0442,92.2982,94.9514
"2019-08-23",96.0764,90.95,97.1222,89.8907,88.9016,92.7158,91.0634,89.4452,89.4956,99.3371,93.506,91.0184,93.2558,91.4837,93.3341,85.0487,94.7075,90.1355,89.3093,87.863,91.9211,91.634,93.8795,85.5203,94.5419,90.5675,87.8396,92.5412,92.3747,85.8119,90.4901,87.8432,89.5415,93.2747,92.1335,85.0685,86.6372,89.4119,89.4011,87.0908,87.1178,93.8237,93.5672,88.2032,94.9793,96.2357,85.2593,82.9868,93.8723,93.1487,93.686,89.267,92.3135,92.8265,86.2448,88.4048,89.6153,87.5417,85.4519,92.4836,98.1905,89.1635,93.2693,93.4223
"2019-08-24",99.5045,88.0844,93.65,89.771,88.5101,91.733,88.7153,92.0543,89.0096,98.249,94.208,93.5717,94.4033,91.0274,92.1083,86.6786,96.2528,90.0383,90.6053,86.8523,91.7159,81.1238,92.8787,86.8919,94.0064,92.9372,86.9045,92.8148,94.9847,86.7839,92.1119,87.4841,90.0554,92.2163,87.2519,90.2867,84.6941,85.2647,88.4372,87.0503,94.4789,90.95,90.0302,86.9828,94.8443,95.585,88.3166,79.9817,94.2422,97.6595,91.5314,93.4052,93.1712,92.6825,88.5524,91.3055,91.1363,87.7496,86.036,93.1433,96.1421,92.3675,96.458,93.605
"2019-08-25",99.6332,85.0379,93.1316,91.877,92.3171,89.258,91.4324,91.1318,85.2854,96.6308,94.5248,94.5446,95.1971,91.5728,91.1462,89.0429,96.9854,87.2258,91.6403,86.0387,92.651,80.1212,92.5025,88.3382,95.2088,91.805,87.125,91.0616,92.9048,83.5439,92.4125,87.62,91.0364,91.1372,83.6105,90.9059,79.9187,90.0896,88.5389,84.5618,93.0389,91.3298,91.4639,86.657,94.8677,95.4491,93.2576,79.0079,93.713,97.0925,89.0933,93.4583,91.7024,93.4988,89.8394,91.2299,92.7275,89.5433,84.6392,91.2848,91.274,93.6131,97.2941,94.5464
"2019-08-26",99.923,88.016,91.0571,91.2434,92.1191,89.8619,87.7748,93.56,84.8165,96.8639,91.9679,94.262,95.7956,89.7386,87.0539,90.8645,94.9469,81.6701,90.4379,92.6771,95.5346,81.8402,93.1325,91.8905,93.7499,89.3381,87.9359,90.3623,92.0723,77.8352,91.5638,90.3056,90.5252,92.0039,82.9895,88.1762,80.4011,88.3652,89.0609,82.6763,92.8292,92.6168,87.3923,84.6833,95.5274,94.505,95.3753,83.2028,94.6292,93.0236,90.8951,94.3142,91.7834,94.361,89.6621,88.6055,93.4025,90.2138,85.0424,87.7856,87.7892,96.2663,96.0089,95.8388
"2019-08-27",96.7541,88.7207,89.7944,86.765,91.1633,88.1987,88.5074,89.7107,90.0392,99.5405,91.5422,94.7462,91.3406,91.9058,84.0074,91.9418,94.7498,86.7938,89.3867,94.1666,95.6777,83.5961,91.6475,92.6042,94.4438,88.9655,88.7756,90.68,93.56,75.0758,90.869,92.1416,93.9407,94.361,87.8891,86.4896,82.8374,85.3691,88.6847,84.3062,89.9078,93.803,89.8502,86.7155,94.5536,91.8518,93.9542,77.819,91.5953,92.5754,88.3598,94.5383,91.9085,92.2694,89.3687,88.2419,93.4331,91.6304,84.7409,88.1123,85.6904,98.1365,96.1745,95.4041
"2019-08-28",98.0474,90.2003,89.8637,88.9349,85.2512,88.8143,90.5765,90.221,90.2786,103.6679,90.9275,94.1576,93.9218,90.599,85.2323,93.8651,94.8011,87.2186,88.6811,86.9378,89.4416,82.2461,90.2912,88.4444,96.3473,87.4769,90.149,93.6491,99.374,77.2331,90.3902,91.7501,94.7687,97.1843,84.5699,87.2609,83.489,89.6531,89.6927,84.2459,88.313,94.0865,89.1383,86.7956,94.2386,92.1776,92.0831,84.0866,92.0903,92.4881,87.854,95.0189,90.1274,92.8895,93.6599,88.6424,91.1174,90.5324,85.0397,87.9737,80.8457,98.5649,94.577,92.804
"2019-08-29",95.5913,93.0992,88.6649,88.4525,86.0099,89.0834,91.1012,90.3002,90.0581,101.1344,90.7871,93.0776,90.6656,91.5863,88.6874,90.6278,96.7649,89.4299,88.1789,86.2178,88.5929,82.4189,89.7719,85.8245,99.5909,87.3887,92.8247,93.8345,96.4481,77.5706,87.6965,91.7708,91.1822,97.448,85.541,87.9665,84.1415,91.0976,87.0836,85.3034,88.5137,94.6571,88.0412,90.0356,94.8218,93.4664,93.6707,82.4828,93.2747,92.0174,88.0655,94.2152,87.3662,94.1036,94.2188,90.7277,88.4075,91.6421,84.6095,88.1717,85.7948,97.6955,96.152,90.2894
"2019-08-30",95.6948,92.6555,91.3694,88.8062,85.2863,88.5785,94.0901,89.9447,91.9778,96.3104,90.4532,92.8238,91.4882,91.7348,92.0138,89.3228,95.459,90.7016,85.3979,86.4761,90.8231,85.4915,85.9208,87.9287,96.2978,87.503,97.979,91.5287,96.0179,81.941,84.6266,91.5917,91.6898,96.4067,84.0029,92.2109,85.2287,90.3839,88.475,85.5383,87.143,93.9623,89.4191,90.3641,95.0378,93.893,93.11,81.7988,95.9765,93.8597,90.9419,92.8553,88.2779,93.0785,93.371,90.428,87.0134,92.21,84.5015,87.8414,87.4598,96.9548,94.0001,89.1068
"2019-08-31",95.747,92.3882,90.842,91.2866,86.0378,90.1841,90.4766,92.1317,91.4171,92.7104,92.1245,96.2321,87.4679,91.7951,92.0606,87.5867,93.1163,89.2373,88.7351,85.6688,91.769,85.073,87.1241,88.124,91.9121,84.0983,100.5647,87.1421,93.9308,86.1017,89.087,89.5226,94.1234,95.2358,85.7084,90.374,86.4005,91.7168,89.8016,85.1279,86.8937,97.4633,91.3712,90.9725,94.8722,91.5179,90.2129,87.5048,93.2891,94.3385,88.3283,90.1895,89.5487,94.5698,95.081,89.3516,85.5473,91.2587,88.979,88.7747,92.0237,96.0917,95.0558,92.1731
"2019-09-01",95.4923,96.7388,88.4012,88.7189,83.7158,88.9349,87.5921,93.0092,92.0588,84.0569,93.6887,93.2846,85.1009,85.7228,90.1886,88.457,93.8759,89.5604,88.6082,84.569,91.4459,81.4451,91.4351,89.5361,92.0039,84.4853,103.0424,89.4155,94.1891,91.5071,88.0304,87.7613,93.0119,94.7849,85.8182,89.5496,88.7756,94.5545,90.7583,86.9558,87.5822,95.1719,93.0326,91.3631,93.6023,84.9101,90.2327,88.7,91.9256,93.5312,87.2834,92.4611,91.0895,92.6987,87.0791,86.5427,83.0039,91.5908,92.318,87.5723,89.7827,95.1116,93.8066,90.779
"2019-09-02",95.0774,98.3822,90.8924,89.1113,80.1689,87.6425,87.9395,96.0602,95.1197,92.7887,91.8824,90.4622,86.774,81.3101,87.9467,86.8469,89.0726,90.9023,87.8252,89.2175,91.9922,82.0823,93.0398,89.0708,89.0447,89.7035,98.24,90.4676,98.2985,92.9282,89.7683,86.612,91.1912,93.4844,85.7372,89.4335,87.3545,90.8033,90.1859,85.9361,86.5076,92.2316,90.9968,90.3866,92.1371,87.2537,91.8527,89.2229,93.3881,95.6795,85.9667,93.4763,93.3224,89.9276,85.4231,89.7413,84.6221,91.8095,93.1802,89.8457,85.6733,97.3976,92.2667,89.8844
"2019-09-03",94.8623,93.6491,91.292,90.3101,79.9709,86.1503,88.5191,93.9497,95.504,94.9316,89.7359,92.9381,88.0268,84.8993,85.0469,85.6535,84.8633,94.0856,86.4932,88.0619,87.0458,84.92,94.1117,90.2534,87.7694,90.5135,96.9161,90.6674,98.0762,90.482,92.4134,86.0495,90.8852,95.2016,86.3645,91.166,82.958,90.4919,89.7683,90.0356,84.0497,86.576,87.278,92.525,86.4752,91.0076,90.995,88.8638,92.4872,92.8814,86.8109,95.2007,88.4219,87.6011,85.3502,90.7565,84.614,89.8277,91.8347,88.7666,85.3898,97.4372,90.1904,91.4954
"2019-09-04",94.1333,92.3405,91.0643,88.9259,82.5962,87.6173,90.4595,93.3917,96.2933,92.39,89.8817,93.3467,91.4351,89.7998,84.6005,86.7164,84.578,94.2125,85.7192,87.8432,81.0446,87.6506,95.7083,91.157,87.3941,92.9939,93.8111,87.7019,94.0748,88.9853,89.2193,89.339,85.6841,95.7659,85.7687,91.3568,84.335,92.0327,89.1644,91.1435,80.681,86.882,91.1093,92.768,83.165,93.2936,90.9059,89.4065,91.2812,95.9675,85.5626,87.2249,86.6957,87.503,85.4843,91.9562,86.4392,88.3193,91.6394,89.951,87.3599,98.3174,87.1493,90.9149
"2019-09-05",93.1712,93.0227,93.3467,88.7549,81.0509,91.6664,92.9075,92.6042,94.343,90.482,91.3541,92.4503,88.7126,91.3019,83.0948,91.7933,85.1225,93.2396,84.4601,85.289,81.3272,88.9646,96.9134,92.4539,90.5081,91.8887,90.6413,83.1281,94.199,90.3794,89.7818,86.6957,84.5078,95.7092,88.9907,92.7581,84.713,89.3831,91.4702,91.4567,78.7586,88.5146,94.3961,91.3316,82.6844,86.8271,91.4531,87.9638,94.9577,92.1911,84.9146,88.8602,89.3993,90.9563,85.9136,89.0465,87.6488,92.2739,91.7834,90.4145,90.8681,98.6936,90.1292,91.4468
"2019-09-06",89.3165,92.9057,87.9872,89.699,82.5296,92.2946,93.4565,89.9267,93.8273,86.855,89.2238,90.8717,89.7413,91.5854,83.2037,93.2,84.9623,94.532,84.6644,87.1547,82.5341,86.7056,96.4247,91.1705,90.356,90.4505,90.8726,81.2435,92.5502,89.4353,89.4182,85.568,86.9027,93.5744,91.445,94.0388,86.2421,88.1789,89.8673,91.2281,84.6041,91.0157,93.7445,92.831,84.3431,81.0464,90.9311,87.3329,94.5347,90.9428,83.0597,87.9656,90.8159,91.346,85.6607,88.8728,87.8027,89.1662,93.1568,90.7304,93.1262,97.8665,91.9085,85.7804
"2019-09-07",89.2094,93.389,86.7245,89.0105,89.0582,90.0383,92.5637,88.8467,86.8748,85.5563,87.6848,90.1454,91.8113,94.1531,85.5446,90.6026,86.7938,89.627,84.9137,86.4752,84.0263,90.1868,93.1109,88.6235,87.8711,86.6624,91.4396,82.7258,93.1523,90.1049,87.836,88.682,88.9997,95.5409,94.6319,94.7201,87.4535,87.8891,89.3867,90.7646,86.6651,93.0416,94.0667,91.2074,86.3276,80.0078,90.2723,86.0693,88.4822,90.0491,83.0183,89.4668,87.7154,89.9951,87.2753,86.9738,86.4932,93.5996,92.6771,88.7621,91.6907,94.7021,89.8907,84.92
